"name","team","sport","event","year"
"Robert John ""Bobby"" Benson","Canada","Ice Hockey","Ice Hockey Men's Ice Hockey",1920
"Uwe Benter","West Germany","Rowing","Rowing Men's Coxed Fours",1972
"Isaac Bentham","Great Britain","Water Polo","Water Polo Men's Water Polo",1912
"William Bruce ""Bill"" Bentsen","United States","Sailing","Sailing Mixed Three Person Keelboat",1972
"Joseph ""Gunnar"" Bentz","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",2016
"Giovanni ""Nino"" Benvenuti","Italy","Boxing","Boxing Men's Welterweight",1960
"Josef ""Sepp"" Benz","Switzerland-2","Bobsleigh","Bobsleigh Men's Two",1980
"Josef Bernek","Czech Republic","Ice Hockey","Ice Hockey Men's Ice Hockey",1998
"Gheorghe Berceanu","Romania","Wrestling","Wrestling Men's Light-Flyweight, Greco-Roman",1972
"Tibor Berczelly (Berczeller-)","Hungary","Fencing","Fencing Men's Sabre, Team",1936
"Tibor Berczelly (Berczeller-)","Hungary","Fencing","Fencing Men's Sabre, Team",1948
"Tibor Berczelly (Berczeller-)","Hungary","Fencing","Fencing Men's Sabre, Team",1952
"Iosif Konstantinovich Berdiyev","Soviet Union","Gymnastics","Gymnastics Men's Team All-Around",1952
"Richard ""Ricky"" Berens","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",2008
"Richard ""Ricky"" Berens","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",2012
"Jack Beresford","Great Britain","Rowing","Rowing Men's Single Sculls",1924
"Jack Beresford","Great Britain","Rowing","Rowing Men's Coxless Fours",1932
"Jack Beresford","Great Britain","Rowing","Rowing Men's Double Sculls",1936
"John Graham Hope de la Poer Beresford","Foxhunters Hurlingham","Polo","Polo Men's Polo",1900
"Dmitry Vladimirovich Berestov","Russia","Weightlifting","Weightlifting Men's Heavyweight",2004
"Yury Viktorovich Berezhko","Russia","Volleyball","Volleyball Men's Volleyball",2012
"Liubov Ivanivna Berezhna-Odynokova","Soviet Union","Handball","Handball Women's Handball",1976
"Liubov Ivanivna Berezhna-Odynokova","Soviet Union","Handball","Handball Women's Handball",1980
"Yelena Viktorovna Berezhnaya","Russia-1","Figure Skating","Figure Skating Mixed Pairs",2002
"Eero Edvin Berg","Finland","Athletics","Athletics Men's Cross-Country, Team",1924
"Laura Kay Berg","United States","Softball","Softball Women's Softball",1996
"Laura Kay Berg","United States","Softball","Softball Women's Softball",2000
"Laura Kay Berg","United States","Softball","Softball Women's Softball",2004
"Giancarlo Bergamini","Italy","Fencing","Fencing Men's Foil, Team",1956
"Alfred Berger","Austria","Figure Skating","Figure Skating Mixed Pairs",1924
"Herman Georges Berger","France","Fencing","Fencing Men's epee, Team",1908
"Isaac ""Ike"" Berger","United States","Weightlifting","Weightlifting Men's Featherweight",1956
"Jan Berger","Czechoslovakia","Football","Football Men's Football",1980
"Peter Berger","West Germany","Rowing","Rowing Men's Coxed Fours",1972
"Samuel ""Sam"" Berger","United States","Boxing","Boxing Men's Heavyweight",1904
"Tora Berger (-Tveldal)","Norway","Biathlon","Biathlon Women's 15 kilometres",2010
"Tora Berger (-Tveldal)","Norway","Biathlon","Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay",2014
"Tore Berger","Norway","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres",1968
"Patrice Bergeron-Cleary","Canada","Ice Hockey","Ice Hockey Men's Ice Hockey",2010
"Patrice Bergeron-Cleary","Canada","Ice Hockey","Ice Hockey Men's Ice Hockey",2014
"Rafael ""Rafa"" Berges Marn","Spain","Football","Football Men's Football",1992
"Evy Margareta Berggren (-Westerberg)","Sweden","Gymnastics","Gymnastics Women's Team Portable Apparatus",1952
"Ralph Douglas Charles Berglund","Sweden","Ice Hockey","Ice Hockey Men's Ice Hockey",1994
"Hans Gustaf Bo Berglund","Sweden","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres",1948
"Adolf Bergman","Sweden","Tug-Of-War","Tug-Of-War Men's Tug-Of-War",1912
"Arnfinn Bergmann","Norway","Ski Jumping","Ski Jumping Men's Normal Hill, Individual",1952
"Eric Bergoust","United States","Freestyle Skiing","Freestyle Skiing Men's Aerials",1998
"ke Carl Magnus Bergqvist","Bissbi","Sailing","Sailing Mixed 6 metres",1932
"Pr Jonas Bergqvist","Sweden","Ice Hockey","Ice Hockey Men's Ice Hockey",1994
"Jacob Jorrit Bergsma","Netherlands","Speed Skating","Speed Skating Men's 10,000 metres",2014
"Bjrn Bergvall","Sirene","Sailing","Sailing Mixed Two Person Heavyweight Dinghy",1960
"Krisztin Berki","Hungary","Gymnastics","Gymnastics Men's Pommelled Horse",2012
"David Charles ""Dave"" Berkoff","United States","Swimming","Swimming Men's 4 x 100 metres Medley Relay",1988
"David Charles ""Dave"" Berkoff","United States","Swimming","Swimming Men's 4 x 100 metres Medley Relay",1992
"Aleksandr Nikolayevich Berkutov","Soviet Union","Rowing","Rowing Men's Double Sculls",1956
"Tell Schirnding Berna","United States","Athletics","Athletics Men's 3,000 metres, Team",1912
"Alain Andr Louis Edmond Bernard","France","Swimming","Swimming Men's 100 metres Freestyle",2008
"Alain Andr Louis Edmond Bernard","France","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",2012
"Sylvie Bernier","Canada","Diving","Diving Women's Springboard",1984
"Ole Valdemar Henrik Berntsen","White Lady","Sailing","Sailing Mixed Three Person Keelboat",1964
"Gilles Berolatti","France","Fencing","Fencing Men's Foil, Team",1968
"Livio Berruti","Italy","Athletics","Athletics Men's 200 metres",1960
"Arthur Berry","Great Britain","Football","Football Men's Football",1908
"Arthur Berry","Great Britain","Football","Football Men's Football",1912
"Kevin John Berry","Australia","Swimming","Swimming Men's 200 metres Butterfly",1964
"Nils Berthelsen","Magda IX","Sailing","Sailing Mixed 12 metres",1912
"Walter Helmut Berthold","Germany","Handball","Handball Men's Handball",1936
"Lszl Berti (Berty)","Hungary","Fencing","Fencing Men's Sabre, Team",1912
"Carl Adolf Hjalmar Bertilsson","Sweden","Gymnastics","Gymnastics Men's Team All-Around",1908
"Per Daniel Bertilsson","Sweden","Gymnastics","Gymnastics Men's Team All-Around, Swedish System",1912
"Franco Bertinetti","Italy","Fencing","Fencing Men's epee, Team",1952
"Franco Bertinetti","Italy","Fencing","Fencing Men's epee, Team",1956
"Marcello Bertinetti","Italy","Fencing","Fencing Men's Sabre, Team",1924
"Marcello Bertinetti","Italy","Fencing","Fencing Men's epee, Team",1928
"Sergio Bertoni","Italy","Football","Football Men's Football",1936
"Ryan Thomas Berube","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",1996
"Aldis Imants Berzins","United States","Volleyball","Volleyball Men's Volleyball",1984
"Vida Beselien (ulskyt-)","Soviet Union","Basketball","Basketball Women's Basketball",1980
"Doina Ofelia Beliu-Melinte","Romania","Athletics","Athletics Women's 800 metres",1984
"Colette Besson (-Nogus)","France","Athletics","Athletics Women's 400 metres",1968
"Nataliya Filimonovna Bestemyanova (-Bobrina)","Soviet Union-1","Figure Skating","Figure Skating Mixed Ice Dancing",1988
"Danny Betancourt Chacn","Cuba","Baseball","Baseball Men's Baseball",2004
"Janice ""Jan"" Betker","Canada","Curling","Curling Women's Curling",1998
"Iosyp Iosypovych Betsa","Soviet Union","Football","Football Men's Football",1956
"Jean-Christophe Bette","France","Rowing","Rowing Men's Lightweight Coxless Fours",2000
"Paolo Bettini","Italy","Cycling","Cycling Men's Road Race, Individual",2004
"Edward Vaughan Bevan","Great Britain","Rowing","Rowing Men's Coxless Fours",1928
"Jos Beyaert","France","Cycling","Cycling Men's Road Race, Individual",1948
"Hans Anton Beyer","Norway","Gymnastics","Gymnastics Men's Team All-Around, Free System",1912
"Hans-Georg Beyer","East Germany","Handball","Handball Men's Handball",1980
"Udo Beyer","East Germany","Athletics","Athletics Men's Shot Put",1976
"Jamie Lynn Beyerle-Gray (-Corkish)","United States","Shooting","Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2012
"Mislav Bezmalinovi","Yugoslavia","Water Polo","Water Polo Men's Water Polo",1988
"Vasudevan Bhaskaran","India","Hockey","Hockey Men's Hockey",1980
"Kulbir Singh Bhaura","Great Britain","Hockey","Hockey Men's Hockey",1988
"Carlo Biagi","Italy","Football","Football Men's Football",1936
"Ivan Ivanovych Biakov","Soviet Union","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",1972
"Ivan Ivanovych Biakov","Soviet Union","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",1976
"Diana Bianchedi","Italy","Fencing","Fencing Women's Foil, Team",1992
"Diana Bianchedi","Italy","Fencing","Fencing Women's Foil, Team",2000
"Sergio Bianchetto","Italy","Cycling","Cycling Men's Tandem Sprint, 2,000 metres",1960
"Sergio Bianchetto","Italy","Cycling","Cycling Men's Tandem Sprint, 2,000 metres",1964
"Bruno Bianchi","Italia","Sailing","Sailing Mixed 8 metres",1936
"Pietro Bianchi","Italy","Gymnastics","Gymnastics Men's Team All-Around",1912
"Pietro Bianchi","Italy","Gymnastics","Gymnastics Men's Team All-Around",1920
"Suzannah Bianco","United States","Synchronized Swimming","Synchronized Swimming Women's Team",1996
"Michel Bibard","France","Football","Football Men's Football",1984
"Nino Bibbia","Italy","Skeleton","Skeleton Men's Skeleton",1948
"John Edward Biby, Jr.","Angelita","Sailing","Sailing Mixed 8 metres",1932
"Ferdinand Reinhardt Bie","Norway","Athletics","Athletics Men's Pentathlon",1912
"Arno Bieberstein","Germany","Swimming","Swimming Men's 100 metres Backstroke",1908
"Heidi Biebl (-Schmid, -Prelevi)","Germany","Alpine Skiing","Alpine Skiing Women's Downhill",1960
"Sebastian Friedrich Felix Biederlack","Germany","Hockey","Hockey Men's Hockey",2008
"Christoph Bieler","Austria","Nordic Combined","Nordic Combined Men's Team",2006
"Volodymyr Ivanovych Bieliaiev","Soviet Union","Volleyball","Volleyball Men's Volleyball",1968
"Oleksandr Mykhailovych Bielostienniy","Soviet Union","Basketball","Basketball Men's Basketball",1988
"Alois Bierl","West Germany","Rowing","Rowing Men's Coxed Fours",1972
"Jerome Cousins Biffle","United States","Athletics","Athletics Men's Long Jump",1952
"Tyrell Biggs","United States","Boxing","Boxing Men's Super-Heavyweight",1984
"Mary Denise Bignal-Rand (-Toomey, -Reese)","Great Britain","Athletics","Athletics Women's Long Jump",1964
"Dominique Bijotat","France","Football","Football Men's Football",1984
"Abebe Bikila","Ethiopia","Athletics","Athletics Men's Marathon",1960
"Abebe Bikila","Ethiopia","Athletics","Athletics Men's Marathon",1964
"Yordan Bikov","Bulgaria","Weightlifting","Weightlifting Men's Middleweight",1972
"Ahmet Bilek","Turkey","Wrestling","Wrestling Men's Flyweight, Freestyle",1960
"Simone Arianne Biles","United States","Gymnastics","Gymnastics Women's Individual All-Around",2016
"Simone Arianne Biles","United States","Gymnastics","Gymnastics Women's Team All-Around",2016
"Simone Arianne Biles","United States","Gymnastics","Gymnastics Women's Floor Exercise",2016
"Simone Arianne Biles","United States","Gymnastics","Gymnastics Women's Horse Vault",2016
"Gazanfer Bilge","Turkey","Wrestling","Wrestling Men's Featherweight, Freestyle",1948
"Franois Alexandre mile Billard","Esterel-1","Sailing","Sailing Mixed 10-20 Ton",1900
"Charles W. Billings","United States","Shooting","Shooting Men's Trap, Team",1912
"Alexandre ""Alex"" Bilodeau","Canada","Freestyle Skiing","Freestyle Skiing Men's Moguls",2010
"Alexandre ""Alex"" Bilodeau","Canada","Freestyle Skiing","Freestyle Skiing Men's Moguls",2014
"Dmitry Vladimirovich Bilozerchev","Soviet Union","Gymnastics","Gymnastics Men's Team All-Around",1988
"Dmitry Vladimirovich Bilozerchev","Soviet Union","Gymnastics","Gymnastics Men's Rings",1988
"Dmitry Vladimirovich Bilozerchev","Soviet Union","Gymnastics","Gymnastics Men's Pommelled Horse",1988
"Zinetula Khaidarovich Bilyaletdinov","Soviet Union","Ice Hockey","Ice Hockey Men's Ice Hockey",1984
"Thomas Bimis","Greece","Diving","Diving Men's Synchronized Springboard",2004
"Abhinav Bindra","India","Shooting","Shooting Men's Air Rifle, 10 metres",2008
"Frederick Sparkes Norman Bingley","Heroine","Sailing","Sailing Mixed 7 metres",1908
"Bino Bini","Italy","Fencing","Fencing Men's Sabre, Team",1924
"Lon Binoche","Union des Socits Franais de Sports Athletiques","Rugby","Rugby Men's Rugby",1900
"Matthew Nicholas ""Matt"" Biondi","United States","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",1984
"Matthew Nicholas ""Matt"" Biondi","United States","Swimming","Swimming Men's 50 metres Freestyle",1988
"Matthew Nicholas ""Matt"" Biondi","United States","Swimming","Swimming Men's 100 metres Freestyle",1988
"Matthew Nicholas ""Matt"" Biondi","United States","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",1988
"Matthew Nicholas ""Matt"" Biondi","United States","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",1988
"Matthew Nicholas ""Matt"" Biondi","United States","Swimming","Swimming Men's 4 x 100 metres Medley Relay",1988
"Matthew Nicholas ""Matt"" Biondi","United States","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",1992
"Matthew Nicholas ""Matt"" Biondi","United States","Swimming","Swimming Men's 4 x 100 metres Medley Relay",1992
"Carl Fabian Birck","Sweden","Gymnastics","Gymnastics Men's Team All-Around, Swedish System",1920
"Larry Joe Bird","United States","Basketball","Basketball Men's Basketball",1992
"Suzanne Brigit ""Sue"" Bird","United States","Basketball","Basketball Women's Basketball",2004
"Suzanne Brigit ""Sue"" Bird","United States","Basketball","Basketball Women's Basketball",2008
"Suzanne Brigit ""Sue"" Bird","United States","Basketball","Basketball Women's Basketball",2012
"Suzanne Brigit ""Sue"" Bird","United States","Basketball","Basketball Women's Basketball",2016
"Matthew Kiprotich Birir","Kenya","Athletics","Athletics Men's 3,000 metres Steeplechase",1992
"Halvor Olai Birkeland (Olsen-)","Atlanta","Sailing","Sailing Mixed 12 metres",1920
"Rasmus Ingvald Birkeland (Olsen-)","Atlanta","Sailing","Sailing Mixed 12 metres",1920
"Arthur Ernest Burrington Birkett","Devon and Somerset Wanderers","Cricket","Cricket Men's Cricket",1900
"Pter Biros","Hungary","Water Polo","Water Polo Men's Water Polo",2000
"Pter Biros","Hungary","Water Polo","Water Polo Men's Water Polo",2004
"Pter Biros","Hungary","Water Polo","Water Polo Men's Water Polo",2008
"Vera Leonidovna Biryukova","Russia","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group",2016
"Martina Bischof (Fischer-)","East Germany","Canoeing","Canoeing Women's Kayak Doubles, 500 metres",1980
"Ole Bischof","Germany","Judo","Judo Men's Half-Middleweight",2008
"Peter Bischoff","Wannsee","Sailing","Sailing Mixed Two Person Keelboat",1936
"Sabine Bischoff (-Wolf)","West Germany","Fencing","Fencing Women's Foil, Team",1984
"Ralph English Bishop","United States","Basketball","Basketball Men's Basketball",1936
"Klaus Bittner","Germany","Rowing","Rowing Men's Coxed Eights",1960
"Amos Kipwabok Biwott","Kenya","Athletics","Athletics Men's 3,000 metres Steeplechase",1968
"Dallas Denver Bixler","United States","Gymnastics","Gymnastics Men's Horizontal Bar",1932
"ura ""urica"" Bjedov","Yugoslavia","Swimming","Swimming Women's 100 metres Breaststroke",1968
"Ernst Gunnar Bjrk","Sweden","Cycling","Cycling Men's Road Race, Team",1912
"Carl August Bjrkman","Sweden","Shooting","Shooting Men's Free Rifle, Three Positions, 300 metres, Team",1912
"Lars Sigurd Bjorkstrom","Brazil","Sailing","Sailing Mixed Multihull",1980
"Marit Bjrgen","Norway","Cross Country Skiing","Cross Country Skiing Women's Sprint",2010
"Marit Bjrgen","Norway","Cross Country Skiing","Cross Country Skiing Women's 15 km Skiathlon",2010
"Marit Bjrgen","Norway","Cross Country Skiing","Cross Country Skiing Women's 4 x 5 kilometres Relay",2010
"Marit Bjrgen","Norway","Cross Country Skiing","Cross Country Skiing Women's 30 kilometres",2014
"Marit Bjrgen","Norway","Cross Country Skiing","Cross Country Skiing Women's 15 km Skiathlon",2014
"Marit Bjrgen","Norway","Cross Country Skiing","Cross Country Skiing Women's Team Sprint",2014
"Ole Einar Bjrndalen","Norway","Biathlon","Biathlon Men's 10 kilometres Sprint",1998
"Ole Einar Bjrndalen","Norway","Biathlon","Biathlon Men's 10 kilometres Sprint",2002
"Ole Einar Bjrndalen","Norway","Biathlon","Biathlon Men's 12.5 kilometres Pursuit",2002
"Ole Einar Bjrndalen","Norway","Biathlon","Biathlon Men's 20 kilometres",2002
"Ole Einar Bjrndalen","Norway","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",2002
"Ole Einar Bjrndalen","Norway","Biathlon","Biathlon Men's 4 x 7.5 kilometres Relay",2010
"Ole Einar Bjrndalen","Norway","Biathlon","Biathlon Men's 10 kilometres Sprint",2014
"Ole Einar Bjrndalen","Norway","Biathlon","Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay",2014
"Alfred Hartman Bjrnson","Norway","Gymnastics","Gymnastics Men's Team All-Around, Free System",1912
